term;tag;value;pstv;neut;ngtv;dunno;distortion
солист;NEUT;0.4474;0.4158;0.4851;0.0099;0.0891;0.0101
солистка;NEUT;0.4931;0.4364;0.4455;0.0364;0.0818;0.0394
солить;NEUT;0.1238;0.2079;0.5842;0.1089;0.099;0.166
солнечность;PSTV;0.9;0.6456;0.2152;0.0506;0.0886;0.0546
солнечный;PSTV;1.0;0.84;0.12;0.04;0.0;0.0419
солнце;PSTV;0.6654;0.5514;0.3458;0.0187;0.0841;0.0193
солнцезащитный;PSTV;0.584;0.51;0.4;0.03;0.06;0.0318
солнцепёк;NGTV;-0.7;0.11;0.28;0.49;0.12;0.1347
солнышко;PSTV;1.0;0.7778;0.1481;0.0;0.0741;0.0
соловьиный;PSTV;0.6094;0.5149;0.3762;0.0297;0.0792;0.0314
солома;NEUT;0.0;0.1333;0.5333;0.0667;0.2667;0.1
соломенный;NEUT;0.0;0.04;0.84;0.04;0.08;0.08
соломинка;NEUT;0.0;0.12;0.76;0.04;0.08;0.0533
соломка;NEUT;0.2636;0.28;0.54;0.04;0.14;0.0457
солонка;NEUT;0.0;0.08;0.72;0.0;0.2;0.0
солоноватый;NEUT;0.0;0.13;0.57;0.14;0.16;0.2507
соль;NEUT;0.0;0.1923;0.7692;0.0;0.0385;0.0
сольный;NEUT;0.1947;0.22;0.51;0.1;0.17;0.1455
солянка;NEUT;0.1;0.2308;0.6923;0.0;0.0769;0.0
солёненький;NEUT;0.46;0.3922;0.4412;0.0588;0.1078;0.0676
солёность;NEUT;0.0;0.125;0.5855;0.1382;0.1513;0.2381
солёный;NEUT;0.0;0.04;0.76;0.08;0.12;0.06
сомик;PSTV;0.5732;0.4563;0.3689;0.0194;0.1553;0.0202
сомкнуть;NEUT;-0.0556;0.0714;0.6071;0.1786;0.1429;0.1
сомневаться;NEUT;-0.2636;0.08;0.54;0.28;0.1;0.1029
сомнение;NEUT;-0.34;0.1143;0.5238;0.3333;0.0286;0.1535
сомнительность;NGTV;-0.4847;0.06;0.45;0.43;0.06;0.0684
сомнительный;NGTV;-0.7195;0.1091;0.2909;0.5364;0.0636;0.1313
сон;NEUT;0.5455;0.48;0.42;0.04;0.06;0.0433
соната;NEUT;0.475;0.3861;0.4158;0.0396;0.1584;0.0437
сонливость;NGTV;-0.3786;0.1359;0.3786;0.3592;0.1262;0.1874
сонливый;NGTV;-0.3936;0.0862;0.4914;0.3621;0.0603;0.1067
сонник;NEUT;0.1;0.1829;0.5488;0.0488;0.2195;0.0618
сонный;NEUT;-0.0455;0.0;0.75;0.2143;0.0357;0.0
соня;NEUT;0.0705;0.25;0.43;0.21;0.11;0.3864
соображалка;PSTV;0.7241;0.56;0.3;0.05;0.09;0.0545
соображать;PSTV;0.7564;0.59;0.29;0.03;0.09;0.0315
соображаться;NEUT;0.3725;0.3039;0.3137;0.1176;0.2647;0.1632
соображение;PSTV;0.5579;0.45;0.38;0.08;0.09;0.0942
сообразительность;PSTV;1.0;0.8148;0.1852;0.0;0.0;0.0
сообразительный;PSTV;1.0;0.88;0.0;0.04;0.08;0.0418
сообразить;PSTV;0.7441;0.6058;0.3077;0.0192;0.0673;0.0198
сообща;PSTV;0.9;0.7273;0.2424;0.0303;0.0;0.0316
сообщать;NEUT;0.2438;0.2752;0.5596;0.0734;0.0917;0.093
сообщаться;NEUT;0.436;0.3861;0.4653;0.0693;0.0792;0.0817
сообщение;NEUT;0.0;0.12;0.88;0.0;0.0;0.0
сообщество;NEUT;0.2623;0.3039;0.5882;0.0392;0.0686;0.0443
сообщить;NEUT;0.0217;0.16;0.6;0.04;0.2;0.05
сообщиться;NEUT;0.3455;0.3039;0.4706;0.0294;0.1961;0.0323
сообщник;NEUT;-0.0806;0.2353;0.3529;0.2843;0.1275;0.43
сообщница;NEUT;-0.304;0.1589;0.3551;0.3364;0.1495;0.2339
сообщнический;NEUT;-0.0354;0.1795;0.4274;0.1966;0.1966;0.3434
соорудить;PSTV;0.684;0.5644;0.3366;0.0594;0.0396;0.0657
сооружать;PSTV;0.6681;0.53;0.33;0.07;0.07;0.0792
сооружение;NEUT;0.0888;0.1927;0.5963;0.1193;0.0917;0.1931
соответственный;NEUT;0.3976;0.3585;0.4811;0.0472;0.1132;0.0534
соответствие;NEUT;0.4847;0.43;0.45;0.03;0.09;0.0321
соответствовать;NEUT;0.5149;0.451;0.4314;0.0294;0.0882;0.0313
соответствующий;NEUT;0.4362;0.3894;0.469;0.0531;0.0885;0.0603
соотечественница;PSTV;0.5821;0.5149;0.4059;0.0198;0.0594;0.0206
соотнести;NEUT;0.0143;0.1818;0.697;0.0303;0.0909;0.0354
соотносить;NEUT;0.0676;0.1892;0.6216;0.0541;0.1351;0.0695
соотноситься;NEUT;0.0769;0.2;0.64;0.0;0.16;0.0
соотношение;NEUT;0.0769;0.2;0.64;0.0667;0.0933;0.0889
сопение;NEUT;0.0;0.1538;0.7692;0.0385;0.0385;0.0481
сопереживание;PSTV;1.0;0.88;0.04;0.04;0.04;0.0418
сопереживать;PSTV;1.0;0.84;0.08;0.04;0.04;0.0419
соперник;NGTV;-0.715;0.12;0.28;0.51;0.09;0.1482
соперница;NGTV;-0.8017;0.0741;0.25;0.5741;0.1019;0.0836
соперничать;NEUT;-0.2008;0.1863;0.3824;0.3039;0.1275;0.3004
соперничество;NEUT;-0.3134;0.1845;0.3689;0.3883;0.0583;0.2721
сопеть;NEUT;-0.0588;0.17;0.56;0.2;0.07;0.3145
сопливый;NGTV;-0.9107;0.0306;0.2245;0.6939;0.051;0.032
сопля;NGTV;-0.6538;0.08;0.33;0.51;0.08;0.0925
сопляк;NGTV;-1.0;0.0385;0.1154;0.7308;0.1154;0.0405
соплячка;NGTV;-0.9;0.0;0.2308;0.6923;0.0769;0.0
сопоставить;NEUT;0.1;0.2222;0.6667;0.0;0.1111;0.0
сопоставление;NEUT;0.0;0.1667;0.6667;0.0667;0.1;0.0933
соправитель;NEUT;0.1818;0.2;0.48;0.08;0.24;0.112
соприкасаться;NEUT;0.1;0.2222;0.6667;0.0222;0.0889;0.0244
соприкосновение;NEUT;0.5079;0.4216;0.4118;0.0588;0.1078;0.067
сопроводитель;NEUT;0.4863;0.4138;0.431;0.0259;0.1293;0.0275
сопроводить;NEUT;0.4403;0.3925;0.4673;0.0374;0.1028;0.0409
сопровождать;NEUT;0.3926;0.3429;0.4667;0.0667;0.1238;0.0796
сопровождающий;NEUT;0.2869;0.3137;0.5686;0.0588;0.0588;0.0699
сопровождение;NEUT;0.3793;0.34;0.48;0.04;0.14;0.0447
сопротивление;NGTV;-0.3969;0.1495;0.3645;0.3925;0.0935;0.2065
сопротивляемость;NEUT;-0.0342;0.2277;0.4158;0.2475;0.1089;0.4372
сопротивляться;NEUT;-0.3404;0.19;0.3;0.39;0.12;0.2826
сопутствовать;PSTV;0.5973;0.45;0.34;0.06;0.15;0.068
соратник;PSTV;0.9194;0.6786;0.2143;0.0357;0.0714;0.0376
соратница;PSTV;0.9231;0.64;0.2;0.04;0.12;0.0425
сорванец;NGTV;-0.5932;0.1275;0.3333;0.4706;0.0686;0.162
сорвать;NEUT;-0.2632;0.0693;0.5545;0.2871;0.0891;0.086
сорваться;NGTV;-1.0;0.0323;0.1613;0.6774;0.129;0.0338
соревнование;NEUT;0.436;0.375;0.4519;0.0769;0.0962;0.0927
соревновательность;NEUT;0.4189;0.3333;0.4216;0.0588;0.1863;0.0692
соревновательный;NEUT;0.5;0.4257;0.4257;0.0891;0.0594;0.1078
соревноваться;NEUT;0.2815;0.2981;0.5481;0.0865;0.0673;0.1117
сориентировать;PSTV;0.7066;0.57;0.32;0.05;0.06;0.0544
сориентироваться;PSTV;0.5924;0.47;0.36;0.06;0.11;0.0677
соринка;NGTV;-0.4211;0.06;0.44;0.35;0.15;0.0703
сорить;NGTV;-1.0;0.0882;0.0294;0.8529;0.0294;0.0974
сорный;NGTV;-1.0;0.0769;0.1154;0.6538;0.1538;0.086
сорняк;NGTV;-1.0;0.0385;0.0769;0.8077;0.0769;0.0403
сорока;NEUT;0.0;0.129;0.7097;0.0645;0.0968;0.0968
сорокаградусный;NEUT;-0.066;0.0714;0.5893;0.1786;0.1607;0.1
сорокалетие;NEUT;0.0;0.1538;0.8462;0.0;0.0;0.0
сорокалетний;NEUT;0.2429;0.26;0.53;0.09;0.12;0.1212
сороконожка;NEUT;0.1739;0.2353;0.5;0.1471;0.1176;0.239
сорт;NEUT;0.0357;0.1786;0.6429;0.0714;0.1071;0.1
сортир;NEUT;-0.3226;0.16;0.4;0.36;0.08;0.2311
сортировать;NEUT;0.3644;0.3333;0.4902;0.0686;0.1078;0.0828
сортировка;NEUT;0.0;0.1333;0.7333;0.0667;0.0667;0.1
сортировщик;NEUT;0.46;0.4;0.45;0.05;0.1;0.0563
сосание;NEUT;0.0;0.12;0.6;0.04;0.24;0.0533
сосать;NEUT;-0.0392;0.1667;0.5882;0.1863;0.0588;0.3158
сосед;NEUT;0.1;0.2105;0.6316;0.0263;0.1316;0.0296
соседка;NEUT;0.1;0.2;0.6;0.04;0.16;0.048
соседний;NEUT;0.0806;0.2143;0.6786;0.0357;0.0714;0.0417
соседский;NEUT;0.0;0.1154;0.8462;0.0;0.0385;0.0
соседство;NEUT;0.3;0.3137;0.549;0.049;0.0882;0.0567
соседствовать;NEUT;0.3205;0.32;0.53;0.07;0.08;0.0853
сосенка;NEUT;0.5442;0.3981;0.3495;0.0485;0.2039;0.0545
сосиска;NEUT;0.412;0.3654;0.4712;0.0577;0.1058;0.0668
сосисочный;NEUT;0.2895;0.297;0.5347;0.0594;0.1089;0.0713
соскабливаться;NEUT;-0.0571;0.0685;0.6027;0.1781;0.1507;0.0948
соскакивать;NEUT;-0.19;0.125;0.5192;0.2212;0.1346;0.1957
соскальзывать;NGTV;-0.3826;0.1188;0.4554;0.3366;0.0891;0.1607
соскользнуть;NGTV;-0.5973;0.1;0.34;0.45;0.11;0.1222
соскочить;NEUT;-0.0187;0.1845;0.5631;0.1942;0.0583;0.3597
соскрести;NEUT;0.0457;0.1524;0.5238;0.1333;0.1905;0.25
соскучиться;PSTV;0.6393;0.4815;0.3241;0.1111;0.0833;0.1368
сосна;NEUT;0.2984;0.33;0.58;0.05;0.04;0.0576
сосновый;NEUT;0.2373;0.29;0.6;0.02;0.09;0.0214
соснуть;NEUT;0.0964;0.2941;0.3235;0.2353;0.1471;0.4235
сосок;NEUT;0.0357;0.1852;0.6667;0.0;0.1481;0.0
сосредоточенность;PSTV;1.0;0.75;0.1875;0.0313;0.0313;0.0326
сосредоточенный;PSTV;0.9194;0.76;0.24;0.0;0.0;0.0
сосредоточивать;PSTV;0.6667;0.5545;0.3465;0.0297;0.0693;0.0313
сосредоточить;PSTV;0.661;0.5149;0.3267;0.0495;0.1089;0.0543
сосредоточиться;PSTV;0.9231;0.6957;0.2174;0.0;0.087;0.0
состав;NEUT;0.0;0.04;0.76;0.04;0.16;0.08
составить;NEUT;0.3678;0.3333;0.4857;0.019;0.1619;0.0201
составление;NEUT;0.3348;0.3168;0.505;0.0792;0.099;0.099
составлять;NEUT;0.2941;0.3273;0.5818;0.0182;0.0727;0.0192
состарить;NGTV;-0.4274;0.1188;0.3762;0.3663;0.1386;0.1573
состариться;NGTV;-0.4915;0.1078;0.3725;0.3922;0.1275;0.1375
состояние;NEUT;0.0;0.0769;0.7692;0.0;0.1538;0.0
состоятельность;PSTV;0.8333;0.619;0.2476;0.0571;0.0762;0.0624
состоятельный;PSTV;1.0;0.84;0.04;0.08;0.04;0.0876
состоять;NEUT;0.0625;0.2308;0.7692;0.0;0.0;0.0
состояться;PSTV;0.675;0.5143;0.3143;0.0571;0.1143;0.0635
сострадание;PSTV;1.0;0.6735;0.0612;0.0816;0.1837;0.0915
сострадательность;PSTV;0.9375;0.5882;0.1765;0.0588;0.1765;0.0647
сострадательный;PSTV;0.9211;0.6034;0.1897;0.0862;0.1207;0.0985
сострадать;PSTV;1.0;0.7103;0.1121;0.1215;0.0561;0.1423
состригать;NEUT;0.0;0.1077;0.6;0.0615;0.2308;0.0967
сострить;NEUT;-0.1257;0.1683;0.3069;0.2277;0.297;0.2927
состричь;NEUT;0.0;0.12;0.62;0.11;0.15;0.2108
состряпать;NEUT;-0.0533;0.2178;0.3663;0.2475;0.1683;0.4095
состыковать;NEUT;0.3852;0.3564;0.495;0.0297;0.1188;0.0322
состязание;NEUT;0.0159;0.2647;0.3922;0.2549;0.0882;0.5004
состязаться;NEUT;0.4328;0.3663;0.4455;0.099;0.0891;0.1258
сосуд;NEUT;0.1;0.2143;0.6429;0.0;0.1429;0.0
сосудик;NEUT;0.3333;0.3;0.48;0.07;0.15;0.0863
сосудосуживающий;NEUT;-0.0736;0.13;0.47;0.16;0.24;0.2356
сосулька;NEUT;0.0172;0.1724;0.6552;0.069;0.1034;0.0966
сосунок;NGTV;-1.0;0.0;0.16;0.72;0.12;0.0
сосуществовать;NEUT;0.5244;0.4257;0.396;0.099;0.0792;0.122
сосчитать;NEUT;0.0;0.16;0.64;0.0;0.2;0.0
сота;NEUT;0.3155;0.2745;0.4608;0.0686;0.1961;0.0858
сотворение;PSTV;0.6102;0.48;0.35;0.04;0.13;0.0433
сотворить;PSTV;0.5935;0.5046;0.3853;0.0734;0.0367;0.0841
сотка;NEUT;0.0;0.1538;0.6154;0.0385;0.1923;0.0481
соткать;NEUT;0.316;0.3269;0.5481;0.0192;0.1058;0.0204
сотня;NEUT;0.1429;0.2079;0.5545;0.0792;0.1584;0.1094
сотовый;NEUT;0.0;0.04;0.84;0.08;0.04;0.06
сотрудник;NEUT;0.1;0.2414;0.7241;0.0;0.0345;0.0
сотрудница;NEUT;0.2949;0.2981;0.5288;0.0865;0.0865;0.1117
сотрудничать;PSTV;1.0;0.7692;0.1538;0.0385;0.0385;0.0404
сотрудничество;PSTV;0.9194;0.7037;0.2222;0.0741;0.0;0.0819
сотрясение;NGTV;-1.0;0.0385;0.1538;0.7308;0.0769;0.0405
соумышленник;NGTV;-0.5714;0.1569;0.2451;0.451;0.1471;0.2114
соус;NEUT;0.3678;0.35;0.51;0.03;0.11;0.0326
соусница;NEUT;0.1;0.2333;0.7;0.0;0.0667;0.0
соучастие;NEUT;0.2137;0.3465;0.3762;0.2079;0.0693;0.3327
соучастник;NGTV;-0.5;0.0877;0.3947;0.3947;0.1228;0.1072
соучастница;NEUT;-0.3175;0.1481;0.4074;0.3333;0.1111;0.214
сохнуть;NGTV;-0.3877;0.12;0.43;0.34;0.11;0.1624
сохранение;PSTV;0.5753;0.4956;0.3982;0.0531;0.0531;0.0588
сохранить;PSTV;0.6393;0.5149;0.3465;0.0396;0.099;0.0427
сохраниться;PSTV;0.9375;0.7143;0.2143;0.0357;0.0357;0.0375
сохранность;PSTV;0.9107;0.7083;0.2292;0.0;0.0625;0.0
сохранять;PSTV;0.6328;0.5243;0.3592;0.0194;0.0971;0.0201
сохраняться;PSTV;0.6466;0.5;0.33;0.03;0.14;0.0318
социализировать;PSTV;0.7364;0.5294;0.2745;0.0882;0.1078;0.1029
социализм;NEUT;0.3363;0.3137;0.451;0.1275;0.1078;0.1792
социальность;NEUT;0.4296;0.3894;0.4779;0.0531;0.0796;0.0603
социальный;NEUT;0.3268;0.3333;0.5429;0.0286;0.0952;0.031
социологический;NEUT;0.0556;0.1923;0.6538;0.0385;0.1154;0.0462
социология;NEUT;0.4;0.3429;0.4571;0.019;0.181;0.0201
социум;NEUT;0.2282;0.25;0.53;0.06;0.16;0.0744
соцлагерь;NEUT;-0.0204;0.2;0.32;0.21;0.27;0.3905
сочельник;PSTV;0.9;0.525;0.175;0.05;0.25;0.0548
сочетаемость;NEUT;0.5075;0.4286;0.419;0.0381;0.1143;0.0415
сочетание;NEUT;0.1983;0.27;0.62;0.03;0.08;0.0333
сочетать;NEUT;0.4627;0.4175;0.466;0.0583;0.0583;0.0664
сочетаться;PSTV;0.626;0.5146;0.3592;0.0583;0.068;0.0648
сочинение;NEUT;0.2699;0.2871;0.5446;0.0594;0.1089;0.0717
сочинитель;NEUT;0.3136;0.3107;0.5243;0.068;0.0971;0.0828
сочинительница;NEUT;0.3303;0.3039;0.4118;0.1275;0.1569;0.1809
сочинить;NEUT;0.4783;0.3947;0.4211;0.0877;0.0965;0.1072
сочинять;NEUT;0.1;0.2308;0.6923;0.0;0.0769;0.0
сочиться;NEUT;-0.0422;0.1262;0.5146;0.1456;0.2136;0.2356
сочность;PSTV;0.7881;0.62;0.28;0.03;0.07;0.0315
сочный;PSTV;0.9;0.72;0.24;0.04;0.0;0.0422
сочувственный;PSTV;1.0;0.6634;0.1584;0.099;0.0792;0.1138
сочувствие;PSTV;1.0;0.7353;0.1176;0.0882;0.0588;0.0988
сочувствовать;PSTV;0.9706;0.7333;0.2;0.0333;0.0333;0.0348
сощуриться;NEUT;0.0;0.0;0.7241;0.1379;0.1379;0.0
союз;PSTV;0.6913;0.53;0.31;0.04;0.12;0.043
союзник;PSTV;1.0;0.76;0.12;0.08;0.04;0.0884
союзница;PSTV;1.0;0.72;0.16;0.0;0.12;0.0
союзнический;PSTV;1.0;0.6774;0.1613;0.0645;0.0968;0.0707
союзный;PSTV;0.6864;0.5347;0.3168;0.0297;0.1188;0.0314
спа;PSTV;0.6964;0.5098;0.2941;0.0784;0.1176;0.0905
спагетти;NEUT;0.4403;0.4158;0.495;0.0297;0.0594;0.0318
спад;NGTV;-1.0;0.04;0.08;0.6;0.28;0.0427
спадать;NEUT;-0.2864;0.0891;0.4851;0.2673;0.1584;0.1188
спазм;NGTV;-1.0;0.0385;0.1538;0.6538;0.1538;0.0407
спаивать;NGTV;-0.9;0.0882;0.2206;0.6618;0.0294;0.1
спалить;NGTV;-0.9;0.0;0.234;0.7021;0.0638;0.0
спальная;NEUT;0.4583;0.4035;0.4561;0.0526;0.0877;0.0595
спальник;NEUT;0.4057;0.3168;0.4158;0.0792;0.1881;0.099
спальный;NEUT;0.1;0.2308;0.6923;0.0385;0.0385;0.0449
спальня;NEUT;0.4574;0.4286;0.4857;0.0381;0.0476;0.0415
спам;NGTV;-0.9194;0.0;0.2308;0.7308;0.0385;0.0
спас;PSTV;1.0;0.7143;0.1786;0.0357;0.0714;0.0375
спасание;PSTV;1.0;0.84;0.08;0.0;0.08;0.0
спасатель;PSTV;1.0;0.8;0.16;0.0;0.04;0.0
спасательный;PSTV;0.9545;0.75;0.2143;0.0;0.0357;0.0
спасать;PSTV;1.0;0.963;0.037;0.0;0.0;0.0
спасаться;PSTV;0.75;0.5149;0.2574;0.1089;0.1188;0.1319
спасение;PSTV;1.0;0.84;0.08;0.04;0.04;0.0419
спаситель;PSTV;1.0;0.76;0.08;0.04;0.12;0.0421
спасительница;PSTV;0.9;0.6316;0.2105;0.0526;0.1053;0.057
спасительный;PSTV;1.0;0.84;0.04;0.04;0.08;0.0419
спасти;PSTV;1.0;0.88;0.0;0.04;0.08;0.0418
спастись;PSTV;0.9706;0.7333;0.2;0.0667;0.0;0.0727
спать;PSTV;0.5584;0.5;0.4216;0.0686;0.0098;0.078
спаянность;NEUT;0.37;0.2685;0.3889;0.0648;0.2778;0.0805
спаянный;NEUT;0.3235;0.2718;0.4466;0.068;0.2136;0.085
спектакль;PSTV;0.5667;0.4679;0.3853;0.0367;0.1101;0.0396
спектрометр;NEUT;0.0;0.12;0.64;0.04;0.2;0.0533
спеленать;NEUT;0.2623;0.2541;0.4918;0.041;0.2131;0.0476
спелый;PSTV;1.0;0.8077;0.1923;0.0;0.0;0.0
сперва;NEUT;0.1;0.2286;0.6857;0.0286;0.0571;0.0321
спереть;NGTV;-1.0;0.0882;0.0588;0.8235;0.0294;0.0977
сперматозоид;NEUT;0.2864;0.2673;0.4851;0.0891;0.1584;0.1188
спеть;NEUT;0.5217;0.4706;0.4412;0.0294;0.0588;0.0313
спец;PSTV;0.9444;0.68;0.2;0.04;0.08;0.0424
спецагент;NEUT;0.0;0.04;0.68;0.04;0.24;0.08
спецвыпуск;NEUT;0.4474;0.42;0.49;0.03;0.06;0.0321
специализация;NEUT;0.0806;0.24;0.76;0.0;0.0;0.0
специалист;PSTV;0.5806;0.4752;0.3762;0.0594;0.0891;0.0668
специалистка;PSTV;0.6053;0.4554;0.3366;0.0594;0.1485;0.0672
специальность;NEUT;0.3898;0.3465;0.4752;0.0396;0.1386;0.0441
специальный;NEUT;0.3182;0.3186;0.531;0.0442;0.1062;0.0504
специфика;NEUT;0.0;0.12;0.72;0.04;0.12;0.0533
специфически;NEUT;0.0;0.12;0.72;0.0;0.16;0.0
специфический;NEUT;0.107;0.19;0.55;0.14;0.12;0.2432
специфичность;NEUT;0.1286;0.2056;0.5701;0.0935;0.1308;0.1359
специфичный;NEUT;0.1364;0.2039;0.5534;0.1262;0.1165;0.2043
спецкомиссия;NEUT;-0.0667;0.1143;0.5333;0.1619;0.1905;0.195
спецназ;NEUT;0.2703;0.297;0.4158;0.1485;0.1386;0.2228
спецназовец;NEUT;0.4652;0.3663;0.4059;0.099;0.1287;0.1258
спецодежда;NEUT;0.1923;0.2647;0.6176;0.0196;0.098;0.0211
спецпроект;NEUT;0.0217;0.1538;0.5769;0.0385;0.2308;0.0481
спецрейс;NEUT;0.0;0.1333;0.6;0.0667;0.2;0.1
спецслужба;NEUT;0.3478;0.33;0.46;0.13;0.08;0.1812
спецтехника;NEUT;0.2438;0.2913;0.5922;0.0388;0.0777;0.044
спецтранспорт;NEUT;0.323;0.3039;0.5;0.0392;0.1569;0.0443
спешить;NEUT;-0.1903;0.1327;0.5398;0.2301;0.0973;0.2093
спешка;NGTV;-0.4692;0.0294;0.451;0.4118;0.1078;0.0315
спешность;NEUT;-0.2778;0.1176;0.5098;0.2745;0.098;0.1681
спиваться;NGTV;-1.0;0.037;0.0741;0.7407;0.1481;0.0389
спидометр;NEUT;0.0;0.1481;0.8148;0.0;0.037;0.0
спикер;NEUT;0.2423;0.2308;0.4712;0.0577;0.2404;0.0721
спиливать;NEUT;0.0;0.0588;0.7647;0.0882;0.0882;0.098
спилить;NEUT;-0.0588;0.1068;0.6214;0.1845;0.0874;0.1686
спина;NEUT;0.0;0.1538;0.6538;0.0385;0.1538;0.0481
спинка;NEUT;0.2222;0.2574;0.5545;0.0297;0.1584;0.0331
спиннер;NEUT;0.2051;0.2233;0.4951;0.1262;0.1553;0.1976
спиногрыз;NGTV;-1.0;0.0;0.0769;0.8846;0.0385;0.0
спираль;NEUT;0.0;0.08;0.72;0.04;0.16;0.06
спиралька;NEUT;0.1;0.2222;0.6667;0.0;0.1111;0.0
спиральный;NEUT;0.1;0.1935;0.5806;0.0;0.2258;0.0
спирт;NEUT;-0.2018;0.16;0.46;0.27;0.11;0.2548
спиртной;NGTV;-0.5081;0.1;0.41;0.42;0.07;0.1238
спиртовой;NEUT;-0.1667;0.1287;0.5446;0.2178;0.1089;0.2048
списать;NGTV;-0.55;0.11;0.38;0.44;0.07;0.1375
списаться;NEUT;0.2056;0.27;0.42;0.16;0.15;0.2548
список;NEUT;0.2;0.2667;0.6095;0.0762;0.0476;0.098
списывание;NGTV;-0.4259;0.1442;0.3846;0.4135;0.0577;0.1945
списывать;NGTV;-0.4534;0.1485;0.3564;0.4257;0.0693;0.2003
списываться;NEUT;0.0;0.16;0.68;0.04;0.12;0.05
спитый;NGTV;-0.9231;0.0323;0.1613;0.5161;0.2903;0.0343
спиться;NGTV;-1.0;0.08;0.04;0.72;0.16;0.0889
спихивать;NGTV;-0.9;0.0;0.2143;0.6429;0.1429;0.0
спихнуть;NGTV;-1.0;0.0385;0.0769;0.7692;0.1154;0.0404
спица;NEUT;0.1;0.2167;0.65;0.05;0.0833;0.0615
спичечный;NEUT;0.0806;0.2143;0.6786;0.0;0.1071;0.0
спичка;NEUT;0.1346;0.22;0.6;0.11;0.07;0.165
сплавать;NEUT;0.1;0.2;0.6;0.0;0.2;0.0
сплавить;NEUT;-0.1408;0.1089;0.5842;0.2178;0.0891;0.1634
сплавлять;NEUT;-0.0222;0.15;0.56;0.16;0.13;0.2906
спланировать;NEUT;0.5382;0.4653;0.4158;0.0396;0.0792;0.043
сплачивать;PSTV;0.9;0.6429;0.2143;0.0714;0.0714;0.0794
сплести;NEUT;0.2059;0.2642;0.5943;0.0566;0.0849;0.0687
сплестись;NEUT;0.1;0.2222;0.6667;0.037;0.0741;0.0432
сплетаться;NEUT;0.0217;0.16;0.6;0.0;0.24;0.0
сплетник;NGTV;-0.9444;0.0769;0.1923;0.6538;0.0769;0.086
сплетница;NGTV;-1.0;0.0357;0.0714;0.75;0.1429;0.0374
сплетничать;NGTV;-1.0;0.04;0.16;0.8;0.0;0.042
сплетня;NGTV;-1.0;0.0385;0.1538;0.7692;0.0385;0.0404
сплотить;PSTV;1.0;0.6923;0.1154;0.0385;0.1538;0.0406
сплочённость;PSTV;1.0;0.6786;0.1429;0.0714;0.1071;0.0789
сплошной;NEUT;0.0833;0.1842;0.5789;0.0526;0.1842;0.0677
сплошь;NEUT;0.0;0.0645;0.5806;0.129;0.2258;0.0968
сплюнуть;NGTV;-0.375;0.0577;0.4808;0.3365;0.125;0.0676
сплющиваться;NGTV;-0.3898;0.0891;0.4752;0.3465;0.0891;0.112
сплющить;NEUT;-0.2636;0.0784;0.5294;0.2745;0.1176;0.1008
сплющиться;NGTV;-0.3824;0.05;0.49;0.35;0.11;0.0571
сплясать;PSTV;0.6429;0.4706;0.3137;0.1176;0.098;0.1471
сплёвывать;NGTV;-0.5593;0.05;0.37;0.44;0.14;0.0557
спой;NEUT;0.4389;0.4059;0.4851;0.0198;0.0891;0.0208
спокойность;PSTV;0.7;0.6176;0.3529;0.0;0.0294;0.0
спокойный;PSTV;0.6583;0.5398;0.3451;0.0354;0.0796;0.0377
спокойствие;PSTV;0.9;0.6711;0.2237;0.0395;0.0658;0.0418
споласкивать;NEUT;0.0;0.175;0.75;0.025;0.05;0.0286
сползание;NEUT;-0.3014;0.0892;0.4331;0.2484;0.2293;0.1212
сползать;NEUT;0.0;0.09;0.68;0.09;0.14;0.18
сползти;NEUT;0.0;0.1553;0.5728;0.1553;0.1165;0.3107
сполна;NEUT;0.2116;0.23;0.45;0.13;0.19;0.2035
сполоснуть;NEUT;0.25;0.3;0.6;0.025;0.075;0.0271
сполох;NEUT;-0.153;0.1485;0.3465;0.2178;0.2871;0.2498
спонсор;PSTV;0.6148;0.5;0.36;0.06;0.08;0.0672
спонсорство;PSTV;0.8644;0.6667;0.2451;0.0588;0.0294;0.064
спонтанность;NEUT;0.0;0.16;0.76;0.0;0.08;0.0
спонтанный;NEUT;0.1238;0.2059;0.5784;0.1275;0.0882;0.2063
спор;NGTV;-0.6214;0.0789;0.3596;0.5088;0.0526;0.0912
спорить;NGTV;-0.6148;0.1058;0.3462;0.4808;0.0673;0.129
спорный;NEUT;0.0;0.0;0.7692;0.1538;0.0769;0.0
спорт;PSTV;0.7388;0.6226;0.3208;0.0472;0.0094;0.0507
спортзал;NEUT;0.5323;0.44;0.4;0.08;0.08;0.0945
спортивность;PSTV;0.9211;0.614;0.193;0.0351;0.1579;0.0371
спортивный;PSTV;0.775;0.5905;0.2762;0.0476;0.0857;0.0515
