slice;term;answer;ratio
TEZ:REL_TYPE;тесть/родственник;VERTICAL;0.8333
TEZ:REL_TYPE;тесть/человек;VERTICAL;1.0
TEZ:REL_TYPE;тетрадь/текст;PART/WHOLE;0.7692
CLASS:KIN;титул;NO;1.0
CLASS:WEATHER;тихий плеск;GOOD_WEATHER;1.0
CLASS:MOVE;толкать;YES;1.0
CLASS:MOVE;толкаться;YES;0.9091
CLASS:BT/DISHES/FOOD;толстые ломти;FOOD;1.0
CLASS:BT/DISHES/FOOD;толстый ломоть;FOOD;1.0
CLASS:BT/DISHES/FOOD;томатный сок;FOOD;1.0
CLASS:BT/DISHES/FOOD;томатный соус;FOOD;1.0
CLASS:BT/DISHES/FOOD;томатный суп;FOOD;1.0
CLASS:BT/DISHES/FOOD;тонизирующий напиток;FOOD;1.0
CLASS:WEATHER;тонкие лучики;GOOD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;тонкий фарфор;DISHES;1.0
CLASS:BT/DISHES/FOOD;тончайший фарфор;DISHES;1.0
CLASS:MOVE;топать;YES;1.0
TEZ:REL_TYPE;тополь/дерево;VERTICAL;1.0
TEZ:REL_TYPE;тополь/растение;VERTICAL;1.0
TEZ:REL_TYPE;топор/инструмент;VERTICAL;1.0
CLASS:MOVE;топтаться;YES;0.9412
TEZ:REL_TYPE;торжество/мероприятие;SYN;0.9091
TEZ:REL_TYPE;тормоз/транспорт;PART/WHOLE;1.0
CLASS:MOVE;торопиться;YES;1.0
CLASS:BT/DISHES/FOOD;торт;FOOD;1.0
TEZ:REL_TYPE;торт/еда;VERTICAL;0.95
CLASS:BT/DISHES/FOOD;тостер;BT;1.0
TEZ:REL_TYPE;точка/текст;PART/WHOLE;1.0
CLASS:MOVE;трава;NO;1.0
TEZ:REL_TYPE;трава/растение;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;травы;FOOD;1.0
CLASS:BT/DISHES/FOOD;травяной настой;FOOD;1.0
CLASS:BT/DISHES/FOOD;травяной отвар;FOOD;1.0
CLASS:BT/DISHES/FOOD;травяной чай;FOOD;1.0
TEZ:REL_TYPE;трагедия/жанр;VERTICAL;0.8333
TEZ:REL_TYPE;трагедия/переживание;SYN;1.0
CLASS:KIN;трагическая кончина;NO;1.0
TEZ:REL_TYPE;трактор/транспорт;VERTICAL;1.0
TEZ:REL_TYPE;трамвай/место;PART/WHOLE;1.0
TEZ:REL_TYPE;трамвай/транспорт;VERTICAL;1.0
TEZ:REL_TYPE;транспорт/авто;VERTICAL;0.9333
TEZ:REL_TYPE;транспорт/автобус;VERTICAL;1.0
TEZ:REL_TYPE;транспорт/автомобиль;VERTICAL;1.0
TEZ:REL_TYPE;транспорт/бензин;PART/WHOLE;1.0
TEZ:REL_TYPE;транспорт/велосипед;VERTICAL;1.0
TEZ:REL_TYPE;транспорт/вертолёт;VERTICAL;1.0
TEZ:REL_TYPE;транспорт/водитель;PART/WHOLE;0.75
TEZ:REL_TYPE;транспорт/город;PART/WHOLE;1.0
TEZ:REL_TYPE;транспорт/грузовик;VERTICAL;1.0
TEZ:REL_TYPE;транспорт/двигатель;PART/WHOLE;1.0
TEZ:REL_TYPE;транспорт/езда;VERTICAL;1.0
TEZ:REL_TYPE;транспорт/карета;VERTICAL;1.0
TEZ:REL_TYPE;транспорт/колесо;PART/WHOLE;1.0
TEZ:REL_TYPE;транспорт/кондуктор;PART/WHOLE;1.0
TEZ:REL_TYPE;транспорт/корабль;VERTICAL;1.0
TEZ:REL_TYPE;транспорт/метро;VERTICAL;0.9167
TEZ:REL_TYPE;транспорт/мотоцикл;VERTICAL;1.0
TEZ:REL_TYPE;транспорт/паровоз;VERTICAL;1.0
TEZ:REL_TYPE;транспорт/педаль;PART/WHOLE;1.0
TEZ:REL_TYPE;транспорт/перевозка;VERTICAL;1.0
TEZ:REL_TYPE;транспорт/поезд;VERTICAL;1.0
TEZ:REL_TYPE;транспорт/ракета;VERTICAL;1.0
TEZ:REL_TYPE;транспорт/руль;PART/WHOLE;1.0
TEZ:REL_TYPE;транспорт/самолёт;VERTICAL;0.9286
TEZ:REL_TYPE;транспорт/сиденье;PART/WHOLE;1.0
TEZ:REL_TYPE;транспорт/средство;VERTICAL;1.0
TEZ:REL_TYPE;транспорт/такси;VERTICAL;1.0
TEZ:REL_TYPE;транспорт/танк;VERTICAL;1.0
TEZ:REL_TYPE;транспорт/техника;VERTICAL;1.0
TEZ:REL_TYPE;транспорт/тормоз;PART/WHOLE;1.0
TEZ:REL_TYPE;транспорт/трактор;VERTICAL;1.0
TEZ:REL_TYPE;транспорт/трамвай;VERTICAL;1.0
TEZ:REL_TYPE;транспорт/троллейбус;VERTICAL;1.0
TEZ:REL_TYPE;транспорт/электричка;VERTICAL;1.0
TEZ:REL_TYPE;тревога/переживание;SYN;0.7692
TEZ:REL_TYPE;тревога/чувство;VERTICAL;1.0
TEZ:REL_TYPE;тревога/эмоция;VERTICAL;1.0
CLASS:MOVE;тревожить;NO;1.0
TEZ:REL_TYPE;тренер/профессия;VERTICAL;1.0
TEZ:REL_TYPE;тренер/человек;VERTICAL;1.0
CLASS:MOVE;тренироваться;YES;0.9091
CLASS:WEATHER;трескучие морозы;BAD_WEATHER;0.9677
CLASS:WEATHER;трескучий мороз;BAD_WEATHER;1.0
CLASS:MOVE;трогать;YES;1.0
CLASS:MOVE;трогаться;YES;1.0
TEZ:REL_TYPE;троллейбус/транспорт;VERTICAL;0.9524
CLASS:MOVE;тропинка;NO;1.0
CLASS:WEATHER;тропическая жара;GOOD_WEATHER;0.9474
CLASS:WEATHER;тропические ливни;BAD_WEATHER;1.0
CLASS:WEATHER;тропический ливень;BAD_WEATHER;1.0
CLASS:WEATHER;тропическое солнце;GOOD_WEATHER;0.9412
CLASS:KIN;троюродная сестра;YES;1.0
CLASS:KIN;троюродные братья;YES;1.0
CLASS:KIN;троюродный брат;YES;1.0
CLASS:BT/DISHES/FOOD;трубочка;DISHES;1.0
TEZ:REL_TYPE;трубочка/инструмент;VERTICAL;1.0
CLASS:MOVE;трусить;NO;1.0
TEZ:REL_TYPE;трусы/одежда;VERTICAL;0.9259
CLASS:BT/DISHES/FOOD;трюфель;FOOD;1.0
TEZ:REL_TYPE;тряпка/одежда;VERTICAL;0.9231
CLASS:MOVE;трясти;YES;1.0
CLASS:MOVE;трястись;YES;1.0
CLASS:MOVE;тряхнуть;YES;1.0
TEZ:REL_TYPE;туалет/комната;VERTICAL;0.6842
TEZ:REL_TYPE;туалет/одежда;SYN;1.0
CLASS:WEATHER;туман;BAD_WEATHER;1.0
CLASS:WEATHER;туманная завеса;BAD_WEATHER;0.9231
CLASS:WEATHER;туманная мгла;BAD_WEATHER;1.0
CLASS:WEATHER;туманная пелена;BAD_WEATHER;1.0
CLASS:WEATHER;туманное марево;BAD_WEATHER;0.9545
CLASS:WEATHER;туманное облако;BAD_WEATHER;1.0
CLASS:WEATHER;туманы;BAD_WEATHER;0.9167
TEZ:REL_TYPE;тумбочка/комната;PART/WHOLE;1.0
TEZ:REL_TYPE;тумбочка/мебель;VERTICAL;1.0
CLASS:MOVE;тут;NO;1.0
CLASS:MOVE;тута;NO;1.0
CLASS:BT/DISHES/FOOD;тутовые ягоды;FOOD;1.0
TEZ:REL_TYPE;туфли/одежда;VERTICAL;0.6875
CLASS:WEATHER;туча;BAD_WEATHER;1.0
CLASS:WEATHER;тучи;BAD_WEATHER;1.0
CLASS:WEATHER;тучка;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;туша;FOOD;1.0
CLASS:BT/DISHES/FOOD;тыквенный пирог;FOOD;1.0
TEZ:REL_TYPE;тычинка/плод;PART/WHOLE;1.0
TEZ:REL_TYPE;тычинка/растение;PART/WHOLE;1.0
CLASS:MOVE;тянуть;YES;1.0
CLASS:BT/DISHES/FOOD;тянучка;FOOD;1.0
CLASS:WEATHER;тёплый ветерок;GOOD_WEATHER;1.0
TEZ:REL_TYPE;тётя/родственник;VERTICAL;1.0
TEZ:REL_TYPE;тётя/человек;VERTICAL;0.9444
TEZ:REL_TYPE;тёща/родственник;VERTICAL;0.9474
TEZ:REL_TYPE;тёща/человек;VERTICAL;1.0
CLASS:MOVE;убегать;YES;1.0
CLASS:MOVE;убежать;YES;1.0
TEZ:REL_TYPE;уборщица/профессия;VERTICAL;0.7333
TEZ:REL_TYPE;уборщица/человек;VERTICAL;1.0
CLASS:WEATHER;убывающая луна;TIME_OF_DAY;1.0
TEZ:REL_TYPE;уважение/чувство;VERTICAL;1.0
CLASS:WEATHER;увядшие листья;BAD_WEATHER;1.0
CLASS:MOVE;увязаться;YES;0.9091
CLASS:MOVE;угадать;NO;1.0
CLASS:MOVE;углядеть;NO;0.68
CLASS:MOVE;угнаться;YES;1.0
TEZ:REL_TYPE;угол/комната;PART/WHOLE;1.0
TEZ:REL_TYPE;угол/место;VERTICAL;1.0
TEZ:REL_TYPE;угол/помещение;PART/WHOLE;0.7059
CLASS:MOVE;удаляться;YES;1.0
CLASS:MOVE;ударяться;YES;1.0
CLASS:MOVE;удерживать;YES;1.0
CLASS:MOVE;удерживаться;YES;1.0
TEZ:REL_TYPE;удивление/чувство;VERTICAL;1.0
CLASS:MOVE;удивляться;NO;1.0
CLASS:MOVE;удирать;YES;1.0
CLASS:MOVE;удостовериться;NO;1.0
CLASS:MOVE;удрать;YES;1.0
CLASS:WEATHER;удушливая жара;BAD_WEATHER;0.95
CLASS:MOVE;уж;NO;1.0
CLASS:MOVE;ужа;NO;1.0
TEZ:REL_TYPE;ужасы/жанр;VERTICAL;0.8824
CLASS:BT/DISHES/FOOD;ужин;FOOD;1.0
TEZ:REL_TYPE;ужин/еда;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;узкое горлышко;DISHES;1.0
CLASS:MOVE;узнавать;NO;1.0
CLASS:MOVE;уйма;NO;1.0
CLASS:MOVE;уйти;YES;1.0
CLASS:BT/DISHES/FOOD;уксус;FOOD;1.0
CLASS:MOVE;улетать;YES;1.0
CLASS:MOVE;улететь;YES;1.0
TEZ:REL_TYPE;улица/место;VERTICAL;1.0
TEZ:REL_TYPE;улыбка/эмоция;VERTICAL;1.0
TEZ:REL_TYPE;умение/человек;PART/WHOLE;1.0
CLASS:MOVE;умчаться;YES;1.0
CLASS:MOVE;унестись;YES;1.0
CLASS:MOVE;униматься;NO;1.0
CLASS:MOVE;уноситься;YES;1.0
CLASS:WEATHER;унылый пейзаж;BAD_WEATHER;1.0
TEZ:REL_TYPE;уныние/чувство;VERTICAL;1.0
TEZ:REL_TYPE;уныние/эмоция;VERTICAL;1.0
CLASS:MOVE;уплывать;YES;1.0
CLASS:MOVE;уползать;YES;1.0
CLASS:MOVE;упражняться;YES;0.8667
CLASS:WEATHER;упругие струи;BAD_WEATHER;1.0
CLASS:KIN;упрямица;NO;1.0
CLASS:WEATHER;ураган;BAD_WEATHER;1.0
CLASS:WEATHER;ураганные ветры;BAD_WEATHER;1.0
CLASS:WEATHER;ураганный ветер;BAD_WEATHER;1.0
TEZ:REL_TYPE;урожай/растение;VERTICAL;1.0
TEZ:REL_TYPE;урок/наука;PART/WHOLE;1.0
CLASS:WEATHER;усилившийся ветер;BAD_WEATHER;1.0
CLASS:MOVE;ускользать;YES;1.0
CLASS:MOVE;ускользнуть;YES;0.7778
CLASS:MOVE;ускорять;YES;1.0
CLASS:MOVE;уследить;NO;1.0
CLASS:MOVE;успокаиваться;NO;0.9583
CLASS:MOVE;успокоить;NO;1.0
CLASS:MOVE;успокоиться;NO;1.0
CLASS:MOVE;уставать;NO;1.0
CLASS:MOVE;устремиться;YES;1.0
CLASS:MOVE;устремляться;YES;1.0
CLASS:MOVE;утащить;YES;1.0
CLASS:MOVE;утерпеть;NO;1.0
CLASS:BT/DISHES/FOOD;утка;FOOD;1.0
CLASS:MOVE;утомить;NO;1.0
CLASS:MOVE;утомиться;NO;1.0
CLASS:MOVE;утомлять;NO;1.0
CLASS:WEATHER;утреннее солнышко;GOOD_WEATHER;1.0
CLASS:WEATHER;утренние лучи;GOOD_WEATHER;0.9583
CLASS:WEATHER;утренние сумерки;TIME_OF_DAY;1.0
CLASS:WEATHER;утренние туманы;BAD_WEATHER;1.0
CLASS:WEATHER;утренний бриз;GOOD_WEATHER;1.0
CLASS:WEATHER;утренний ветерок;GOOD_WEATHER;0.9167
CLASS:WEATHER;утренний туман;BAD_WEATHER;1.0
CLASS:WEATHER;утренняя дымка;TIME_OF_DAY;1.0
CLASS:WEATHER;утренняя прохлада;GOOD_WEATHER;0.9412
CLASS:WEATHER;утренняя роса;GOOD_WEATHER;1.0
CLASS:WEATHER;утренняя свежесть;GOOD_WEATHER;0.9762
CLASS:WEATHER;утро;TIME_OF_DAY;1.0
CLASS:MOVE;уходить;YES;1.0
TEZ:REL_TYPE;учение/книга;VERTICAL;1.0
TEZ:REL_TYPE;ученик/человек;VERTICAL;1.0
TEZ:REL_TYPE;учитель/профессия;VERTICAL;0.8571
TEZ:REL_TYPE;учитель/человек;VERTICAL;1.0
TEZ:REL_TYPE;учёный/человек;VERTICAL;0.8571
TEZ:REL_TYPE;уши/человек;PART/WHOLE;0.9333
CLASS:WEATHER;ущербная луна;TIME_OF_DAY;1.0
TEZ:REL_TYPE;фантастика/жанр;VERTICAL;1.0
TEZ:REL_TYPE;фантастика/книга;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;фарфор;DISHES;1.0
TEZ:REL_TYPE;фарфор/посуда;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;фарфоровая ваза;DISHES;1.0
CLASS:BT/DISHES/FOOD;фарфоровая посуда;DISHES;1.0
CLASS:BT/DISHES/FOOD;фарфоровая тарелка;DISHES;1.0
CLASS:BT/DISHES/FOOD;фарфоровая чашечка;DISHES;1.0
CLASS:BT/DISHES/FOOD;фарфоровая чашка;DISHES;1.0
CLASS:BT/DISHES/FOOD;фарфоровое блюдо;DISHES;1.0
CLASS:BT/DISHES/FOOD;фарфоровые тарелки;DISHES;1.0
CLASS:BT/DISHES/FOOD;фарфоровые чашечки;DISHES;1.0
CLASS:BT/DISHES/FOOD;фарфоровые чашки;DISHES;1.0
CLASS:BT/DISHES/FOOD;фарфоровый сервиз;DISHES;1.0
CLASS:BT/DISHES/FOOD;фарфоровый чайник;DISHES;1.0
TEZ:REL_TYPE;фаянс/посуда;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;фаянсовая кружка;DISHES;1.0
CLASS:BT/DISHES/FOOD;фаянсовая посуда;DISHES;1.0
CLASS:KIN;фея;NO;1.0
CLASS:BT/DISHES/FOOD;филе;FOOD;1.0
CLASS:BT/DISHES/FOOD;филейная часть;FOOD;1.0
TEZ:REL_TYPE;философ/человек;VERTICAL;1.0
TEZ:REL_TYPE;философия/наука;VERTICAL;1.0
TEZ:REL_TYPE;философия/профессия;VERTICAL;1.0
TEZ:REL_TYPE;фильм/жанр;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;флакон;DISHES;1.0
TEZ:REL_TYPE;флейта/инструмент;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;фляга;DISHES;1.0
CLASS:BT/DISHES/FOOD;фляжка;DISHES;1.0
TEZ:REL_TYPE;фраза/текст;PART/WHOLE;0.9091
CLASS:BT/DISHES/FOOD;французская булка;FOOD;1.0
CLASS:BT/DISHES/FOOD;французское вино;FOOD;1.0
CLASS:BT/DISHES/FOOD;французское шампанское;FOOD;1.0
TEZ:REL_TYPE;фрукт/дерево;PART/WHOLE;0.9375
TEZ:REL_TYPE;фрукт/плод;VERTICAL;0.9167
CLASS:BT/DISHES/FOOD;фруктовые соки;FOOD;1.0
CLASS:BT/DISHES/FOOD;фруктовый пирог;FOOD;1.0
CLASS:BT/DISHES/FOOD;фруктовый салат;FOOD;1.0
CLASS:BT/DISHES/FOOD;фруктовый сок;FOOD;1.0
CLASS:BT/DISHES/FOOD;фрукты;FOOD;1.0
TEZ:REL_TYPE;фрукты/дерево;PART/WHOLE;0.7059
TEZ:REL_TYPE;фрукты/еда;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;фужер;DISHES;1.0
TEZ:REL_TYPE;фужер/посуда;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;фужеры;DISHES;1.0
TEZ:REL_TYPE;футболка/одежда;VERTICAL;0.9091
TEZ:REL_TYPE;халат/одежда;VERTICAL;1.0
CLASS:KIN;характер;NO;1.0
CLASS:BT/DISHES/FOOD;хачапури;FOOD;1.0
CLASS:MOVE;хватиться;NO;1.0
TEZ:REL_TYPE;хвост/птица;PART/WHOLE;1.0
TEZ:REL_TYPE;хирург/профессия;VERTICAL;1.0
TEZ:REL_TYPE;хирург/человек;VERTICAL;0.9091
CLASS:BT/DISHES/FOOD;хлеб;FOOD;1.0
TEZ:REL_TYPE;хлеб/еда;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;хлебная корка;FOOD;1.0
CLASS:BT/DISHES/FOOD;хлебная крошка;FOOD;1.0
CLASS:BT/DISHES/FOOD;хлебница;DISHES;1.0
CLASS:BT/DISHES/FOOD;хлебные корки;FOOD;1.0
CLASS:BT/DISHES/FOOD;хлебный квас;FOOD;1.0
CLASS:BT/DISHES/FOOD;хлебный мякиш;FOOD;1.0
CLASS:MOVE;хлопать;YES;1.0
TEZ:REL_TYPE;хлопок/растение;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;хлопья;FOOD;1.0
CLASS:WEATHER;хлопья;BAD_WEATHER;1.0
CLASS:WEATHER;хмарь;BAD_WEATHER;1.0
CLASS:WEATHER;хмурое небо;BAD_WEATHER;1.0
CLASS:WEATHER;хмурые тучи;BAD_WEATHER;1.0
CLASS:MOVE;ходить;YES;1.0
CLASS:MOVE;ходьба;YES;1.0
CLASS:MOVE;хождение;YES;1.0
CLASS:KIN;хозяйка;NO;1.0
TEZ:REL_TYPE;хозяйка/человек;VERTICAL;1.0
CLASS:WEATHER;холод;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;холодильник;BT;1.0
CLASS:BT/DISHES/FOOD;холодильный шкаф;BT;1.0
CLASS:BT/DISHES/FOOD;холодное мясо;FOOD;1.0
CLASS:BT/DISHES/FOOD;холодное пиво;FOOD;1.0
CLASS:WEATHER;холодные брызги;BAD_WEATHER;1.0
CLASS:WEATHER;холодные ветры;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;холодные закуски;FOOD;1.0
CLASS:WEATHER;холодные капли;BAD_WEATHER;1.0
CLASS:WEATHER;холодные струи;BAD_WEATHER;1.0
CLASS:WEATHER;холодные струйки;BAD_WEATHER;1.0
CLASS:WEATHER;холодный ветер;BAD_WEATHER;1.0
CLASS:WEATHER;холодный дождь;BAD_WEATHER;1.0
CLASS:KIN;хорошее приданое;NO;0.9474
CLASS:MOVE;хотеться;NO;1.0
CLASS:KIN;храбрый рыцарь;NO;1.0
CLASS:KIN;христианка;NO;1.0
CLASS:KIN;христианский долг;NO;1.0
CLASS:MOVE;хромать;YES;1.0
CLASS:MOVE;хромой;NO;1.0
TEZ:REL_TYPE;хрусталь/посуда;VERTICAL;0.9444
CLASS:BT/DISHES/FOOD;хрустальная вазочка;DISHES;1.0
CLASS:BT/DISHES/FOOD;хрустальная рюмка;DISHES;1.0
CLASS:BT/DISHES/FOOD;хрустальная чаша;DISHES;1.0
CLASS:BT/DISHES/FOOD;хрустальные графины;DISHES;1.0
CLASS:BT/DISHES/FOOD;хрустальные рюмки;DISHES;1.0
CLASS:BT/DISHES/FOOD;хрустальные фужеры;DISHES;1.0
CLASS:BT/DISHES/FOOD;хрустальный графин;DISHES;1.0
CLASS:BT/DISHES/FOOD;хрустальный кубок;DISHES;1.0
CLASS:BT/DISHES/FOOD;хрустальный сосуд;DISHES;1.0
CLASS:BT/DISHES/FOOD;хрустальный стакан;DISHES;1.0
CLASS:BT/DISHES/FOOD;хрустальный флакон;DISHES;1.0
CLASS:BT/DISHES/FOOD;хрустальный фужер;DISHES;1.0
CLASS:BT/DISHES/FOOD;хрустящий картофель;FOOD;1.0
CLASS:BT/DISHES/FOOD;хрящик;FOOD;1.0
TEZ:REL_TYPE;художник/профессия;VERTICAL;1.0
TEZ:REL_TYPE;художник/человек;VERTICAL;0.9091
CLASS:KIN;царственный супруг;PARTIAL;0.9167
TEZ:REL_TYPE;цветок/куст;PART/WHOLE;0.9286
TEZ:REL_TYPE;цветок/плод;PART/WHOLE;0.9091
TEZ:REL_TYPE;цветок/растение;VERTICAL;0.7143
TEZ:REL_TYPE;цветок/ягода;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;цветочная ваза;DISHES;1.0
CLASS:BT/DISHES/FOOD;цветочные вазы;DISHES;1.0
CLASS:WEATHER;цветущие луга;GOOD_WEATHER;1.0
CLASS:WEATHER;цветущие яблони;GOOD_WEATHER;1.0
CLASS:WEATHER;цветущий луг;GOOD_WEATHER;1.0
TEZ:REL_TYPE;цветы/дерево;PART/WHOLE;1.0
CLASS:BT/DISHES/FOOD;цедра;FOOD;1.0
CLASS:BT/DISHES/FOOD;цейлонский чай;FOOD;1.0
CLASS:MOVE;целая неделя;NO;1.0
CLASS:BT/DISHES/FOOD;целое ведро;DISHES;1.0
CLASS:MOVE;целые дни;NO;1.0
CLASS:MOVE;целый день;NO;1.0
CLASS:MOVE;целый месяц;NO;0.9167
CLASS:MOVE;целый час;NO;1.0
CLASS:MOVE;цеплять;YES;0.9583
TEZ:REL_TYPE;цивилизация/человек;PART/WHOLE;0.9091
CLASS:BT/DISHES/FOOD;цинковое ведро;DISHES;1.0
CLASS:KIN;чадо;YES;0.9091
CLASS:BT/DISHES/FOOD;чай;FOOD;1.0
TEZ:REL_TYPE;чай/напиток;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;чайная ложечка;DISHES;1.0
CLASS:BT/DISHES/FOOD;чайная ложка;DISHES;1.0
CLASS:BT/DISHES/FOOD;чайная посуда;DISHES;1.0
CLASS:BT/DISHES/FOOD;чайная чашка;DISHES;1.0
TEZ:REL_TYPE;чайник/посуда;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;чайные ложки;DISHES;1.0
CLASS:BT/DISHES/FOOD;чайные чашки;DISHES;1.0
CLASS:BT/DISHES/FOOD;чайный поднос;DISHES;1.0
CLASS:BT/DISHES/FOOD;чайный прибор;DISHES;1.0
CLASS:MOVE;час;NO;1.0
CLASS:WEATHER;час;TIME_OF_DAY;1.0
CLASS:KIN;частая гостья;NO;1.0
CLASS:KIN;частые отлучки;NO;1.0
CLASS:MOVE;часы;NO;1.0
CLASS:WEATHER;чахлая растительность;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;чаша;DISHES;1.0
CLASS:BT/DISHES/FOOD;чашечка;DISHES;1.0
CLASS:BT/DISHES/FOOD;чашечки;DISHES;1.0
CLASS:BT/DISHES/FOOD;чашка;DISHES;1.0
TEZ:REL_TYPE;чашка/посуда;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;чашки;DISHES;1.0
CLASS:MOVE;чаща;NO;1.0
CLASS:BT/DISHES/FOOD;чекушка;DISHES;0.9444
TEZ:REL_TYPE;человек/бабушка;VERTICAL;1.0
TEZ:REL_TYPE;человек/брат;VERTICAL;1.0
TEZ:REL_TYPE;человек/волосы;PART/WHOLE;1.0
TEZ:REL_TYPE;человек/герой;VERTICAL;1.0
TEZ:REL_TYPE;человек/глаз;PART/WHOLE;1.0
TEZ:REL_TYPE;человек/глаза;PART/WHOLE;1.0
TEZ:REL_TYPE;человек/голова;PART/WHOLE;1.0
TEZ:REL_TYPE;человек/гражданин;VERTICAL;0.7143
TEZ:REL_TYPE;человек/губы;PART/WHOLE;1.0
TEZ:REL_TYPE;человек/девочка;VERTICAL;1.0
TEZ:REL_TYPE;человек/девушка;VERTICAL;0.9545
TEZ:REL_TYPE;человек/дедушка;VERTICAL;1.0
TEZ:REL_TYPE;человек/дети;VERTICAL;1.0
TEZ:REL_TYPE;человек/дочь;VERTICAL;1.0
TEZ:REL_TYPE;человек/друг;VERTICAL;1.0
TEZ:REL_TYPE;человек/душа;PART/WHOLE;1.0
TEZ:REL_TYPE;человек/женщина;VERTICAL;1.0
TEZ:REL_TYPE;человек/кости;PART/WHOLE;1.0
TEZ:REL_TYPE;человек/кровь;PART/WHOLE;1.0
TEZ:REL_TYPE;человек/культура;PART/WHOLE;1.0
TEZ:REL_TYPE;человек/лицо;PART/WHOLE;1.0
TEZ:REL_TYPE;человек/мальчик;VERTICAL;1.0
TEZ:REL_TYPE;человек/мозг;PART/WHOLE;1.0
TEZ:REL_TYPE;человек/мозги;PART/WHOLE;1.0
TEZ:REL_TYPE;человек/муж;VERTICAL;1.0
TEZ:REL_TYPE;человек/мужчина;VERTICAL;1.0
TEZ:REL_TYPE;человек/мясо;PART/WHOLE;1.0
TEZ:REL_TYPE;человек/население;VERTICAL;0.7333
TEZ:REL_TYPE;человек/нация;PART/WHOLE;0.6818
