term;tag;value;pstv;ngtv;neut;dunno;pstvNgtvDisagreementRatio
чуланчик;NEUT;0.24;0.277;0.059;0.565;0.099;0.0
чулочный;NEUT;0.0;0.111;0.063;0.588;0.238;0.0
чумазый;NGTV;-0.93;0.049;0.707;0.22;0.024;0.0
чумной;NGTV;-1.0;0.069;0.586;0.104;0.241;0.0
чурбан;NGTV;-0.71;0.029;0.536;0.297;0.138;0.0
чурка;NGTV;-0.71;0.077;0.493;0.275;0.155;0.0
чуткий;PSTV;1.0;0.7;0.075;0.175;0.05;0.0
чуткость;PSTV;1.0;0.783;0.043;0.109;0.065;0.0
чуточку;NEUT;0.0;0.111;0.056;0.805;0.028;0.0
чуть-чуть;NEUT;0.09;0.208;0.057;0.641;0.094;0.0
чутьё;PSTV;0.75;0.595;0.04;0.294;0.071;0.0
чучело;NGTV;-0.38;0.082;0.328;0.467;0.123;0.0
чушка;NGTV;-0.88;0.037;0.63;0.222;0.111;0.0
чушь;NGTV;-0.94;0.045;0.682;0.205;0.068;0.0
чуять;NEUT;0.2;0.28;0.04;0.64;0.04;0.0
чуяться;NEUT;0.0;0.08;0.07;0.48;0.37;0.0
чхать;NGTV;-0.75;0.098;0.474;0.24;0.188;0.0
чёлка;NEUT;0.0;0.1;0.02;0.74;0.14;0.0
чёлочка;NEUT;0.34;0.319;0.05;0.505;0.126;0.0
чёрненький;NEUT;0.23;0.254;0.169;0.509;0.068;0.08
чёрный;NEUT;-0.12;0.076;0.212;0.598;0.114;0.0
чёрствость;NGTV;-0.99;0.09;0.65;0.17;0.09;0.0
чёрствый;NGTV;-0.86;0.027;0.655;0.247;0.071;0.0
чёрт;NGTV;-0.9;0.02;0.66;0.22;0.1;0.0
чёртик;NGTV;-0.67;0.119;0.452;0.278;0.151;0.01
чёртов;NGTV;-1.0;0.036;0.745;0.164;0.055;0.0
чёрточка;NEUT;0.17;0.239;0.08;0.593;0.088;0.0
чёткий;PSTV;0.89;0.683;0.033;0.234;0.05;0.0
чёткость;PSTV;0.86;0.64;0.044;0.237;0.079;0.0
чётность;NEUT;0.35;0.364;0.017;0.551;0.068;0.0
чётный;NEUT;0.11;0.214;0.034;0.624;0.128;0.0
шабаш;NGTV;-0.46;0.167;0.341;0.309;0.183;0.17
шабашить;NGTV;-0.49;0.214;0.35;0.232;0.204;0.31
шабашка;NGTV;-0.41;0.176;0.294;0.295;0.235;0.23
шаблон;NEUT;0.09;0.209;0.07;0.64;0.081;0.0
шаблонность;NEUT;-0.14;0.13;0.19;0.51;0.17;0.01
шаблонный;NEUT;-0.05;0.126;0.165;0.563;0.146;0.0
шаверма;PSTV;0.56;0.464;0.04;0.392;0.104;0.0
шавка;NGTV;-0.92;0.034;0.655;0.208;0.103;0.0
шаг;NEUT;0.14;0.232;0.054;0.625;0.089;0.0
шагать;NEUT;0.38;0.385;0.025;0.549;0.041;0.0
шагнуть;NEUT;0.22;0.28;0.038;0.606;0.076;0.0
шагомер;NEUT;0.0;0.143;0.024;0.714;0.119;0.0
шажок;NEUT;0.31;0.316;0.051;0.545;0.088;0.0
шажочек;PSTV;0.55;0.442;0.039;0.387;0.132;0.0
шайба;NEUT;0.06;0.214;0.0;0.715;0.071;0.0
шайка;NGTV;-1.0;0.038;0.731;0.154;0.077;0.0
шайтан;NGTV;-1.0;0.063;0.698;0.128;0.111;0.0
шакал;NGTV;-0.59;0.049;0.495;0.378;0.078;0.0
шалаш;NEUT;0.17;0.244;0.073;0.602;0.081;0.0
шалашик;PSTV;0.58;0.427;0.06;0.342;0.171;0.0
шалеть;NGTV;-0.35;0.206;0.235;0.235;0.324;0.42
шалить;NGTV;-0.39;0.268;0.35;0.317;0.065;0.37
шаловливость;NEUT;0.39;0.326;0.212;0.333;0.129;0.26
шаловливый;NEUT;0.36;0.309;0.191;0.382;0.118;0.19
шалопай;NGTV;-0.88;0.089;0.614;0.218;0.079;0.0
шалость;NGTV;-0.38;0.173;0.331;0.409;0.087;0.13
шалун;NEUT;-0.31;0.255;0.285;0.365;0.095;0.35
шалунишка;NEUT;0.39;0.304;0.188;0.327;0.181;0.23
шалунья;NEUT;0.47;0.37;0.21;0.294;0.126;0.24
шалфей;NEUT;0.41;0.333;0.028;0.435;0.204;0.0
шаль;NEUT;0.31;0.275;0.1;0.467;0.158;0.0
шальной;NGTV;-0.37;0.162;0.316;0.402;0.12;0.12
шаляй-валяй;NGTV;-0.7;0.069;0.49;0.284;0.157;0.0
шаман;NEUT;0.0;0.118;0.118;0.499;0.265;0.0
шаманизм;NEUT;-0.24;0.117;0.233;0.475;0.175;0.0
шаманить;NEUT;-0.16;0.146;0.204;0.504;0.146;0.04
шаманский;NEUT;-0.11;0.12;0.19;0.55;0.14;0.0
шаманство;NGTV;-0.39;0.057;0.371;0.515;0.057;0.0
шампиньон;NEUT;0.11;0.225;0.025;0.65;0.1;0.0
шампунь;NEUT;0.27;0.299;0.024;0.567;0.11;0.0
шампур;NEUT;0.16;0.233;0.078;0.586;0.103;0.0
шанс;PSTV;1.0;0.824;0.02;0.117;0.039;0.0
шансон;NEUT;0.1;0.216;0.02;0.646;0.118;0.0
шансонье;NEUT;0.15;0.192;0.087;0.5;0.221;0.0
шантаж;NGTV;-1.0;0.053;0.754;0.158;0.035;0.0
шантажирование;NGTV;-1.0;0.037;0.87;0.037;0.056;0.0
шантажировать;NGTV;-1.0;0.021;0.875;0.062;0.042;0.0
шантажист;NGTV;-1.0;0.047;0.744;0.139;0.07;0.0
шантажистка;NGTV;-1.0;0.041;0.837;0.102;0.02;0.0
шантажистский;NGTV;-1.0;0.065;0.742;0.096;0.097;0.0
шантажный;NGTV;-1.0;0.08;0.76;0.04;0.12;0.0
шапито;NEUT;0.34;0.324;0.076;0.505;0.095;0.0
шапка;NEUT;0.38;0.372;0.031;0.527;0.07;0.0
шапка-невидимка;NEUT;0.31;0.305;0.055;0.515;0.125;0.0
шапокляк;NGTV;-0.67;0.16;0.487;0.261;0.092;0.08
шапочка;PSTV;0.66;0.518;0.044;0.333;0.105;0.0
шапочник;NEUT;-0.15;0.143;0.181;0.457;0.219;0.07
шапочный;NEUT;-0.16;0.158;0.168;0.407;0.267;0.15
шапчонка;NEUT;0.49;0.37;0.12;0.36;0.15;0.05
шар;NEUT;0.17;0.259;0.022;0.647;0.072;0.0
шарага;NGTV;-0.85;0.086;0.511;0.194;0.209;0.0
шарада;NEUT;0.39;0.3;0.08;0.41;0.21;0.0
шараханье;NGTV;-0.69;0.029;0.573;0.34;0.058;0.0
шарахать;NGTV;-0.77;0.061;0.508;0.242;0.189;0.0
шарахаться;NGTV;-0.77;0.067;0.567;0.266;0.1;0.0
шарахнуть;NGTV;-0.9;0.082;0.616;0.206;0.096;0.0
шарахнуться;NGTV;-0.91;0.043;0.629;0.207;0.121;0.0
шарик;NEUT;0.41;0.359;0.046;0.465;0.13;0.0
шариковый;NEUT;0.0;0.143;0.02;0.735;0.102;0.0
шарить;PSTV;0.63;0.463;0.157;0.281;0.099;0.08
шарканье;NGTV;-0.49;0.052;0.405;0.414;0.129;0.0
шаркать;NGTV;-0.52;0.017;0.397;0.37;0.216;0.0
шаркнуть;NEUT;-0.29;0.065;0.271;0.486;0.178;0.0
шарлатан;NGTV;-1.0;0.057;0.717;0.094;0.132;0.0
шарлатанить;NGTV;-1.0;0.048;0.786;0.095;0.071;0.0
шарлатанский;NGTV;-1.0;0.108;0.647;0.137;0.108;0.0
шарлатанство;NGTV;-1.0;0.038;0.865;0.059;0.038;0.0
шарлотка;PSTV;0.62;0.482;0.044;0.342;0.132;0.0
шарм;PSTV;1.0;0.714;0.036;0.143;0.107;0.0
шарманка;NEUT;0.37;0.311;0.175;0.388;0.126;0.16
шарманщик;NEUT;0.0;0.133;0.109;0.531;0.227;0.0
шарнир;NEUT;0.02;0.161;0.036;0.607;0.196;0.0
шарнирный;NEUT;0.04;0.163;0.07;0.581;0.186;0.0
шаровары;NEUT;0.0;0.158;0.026;0.737;0.079;0.0
шаровидный;NEUT;0.0;0.0;0.0;0.962;0.038;0.0
шаровой;NEUT;0.0;0.12;0.08;0.66;0.14;0.0
шарообразность;NEUT;0.04;0.167;0.033;0.6;0.2;0.0
шарообразный;NEUT;0.01;0.176;0.02;0.686;0.118;0.0
шарф;NEUT;0.34;0.313;0.061;0.487;0.139;0.0
шарфик;NEUT;0.53;0.467;0.01;0.428;0.095;0.0
шасси;NEUT;0.0;0.08;0.04;0.72;0.16;0.0
шастать;NGTV;-0.53;0.114;0.423;0.382;0.081;0.01
шатание;NGTV;-0.39;0.053;0.359;0.489;0.099;0.0
шатать;NEUT;-0.16;0.051;0.237;0.61;0.102;0.0
шататься;NGTV;-0.6;0.116;0.438;0.322;0.124;0.01
шатен;NEUT;0.1;0.222;0.0;0.667;0.111;0.0
шатенка;NEUT;0.0;0.157;0.0;0.627;0.216;0.0
шаткий;NGTV;-0.82;0.093;0.526;0.216;0.165;0.0
шаткость;NGTV;-0.57;0.053;0.451;0.372;0.124;0.0
шатнуть;NEUT;-0.09;0.082;0.173;0.536;0.209;0.0
шатнуться;NEUT;-0.27;0.095;0.284;0.535;0.086;0.0
шаттл;NEUT;0.1;0.19;0.048;0.572;0.19;0.0
шатёр;NEUT;0.0;0.077;0.0;0.885;0.038;0.0
шаурма;PSTV;0.69;0.504;0.111;0.3;0.085;0.0
шафер;NEUT;0.21;0.217;0.066;0.481;0.236;0.0
шафран;NEUT;0.0;0.143;0.0;0.678;0.179;0.0
шах;NEUT;0.09;0.173;0.148;0.525;0.154;0.04
шахматист;NEUT;0.42;0.416;0.024;0.528;0.032;0.0
шахматистка;NEUT;0.49;0.445;0.018;0.455;0.082;0.0
шахматный;NEUT;0.23;0.267;0.029;0.571;0.133;0.0
шахматы;NEUT;0.51;0.433;0.055;0.425;0.087;0.0
шахта;NEUT;0.0;0.1;0.025;0.75;0.125;0.0
шахтовладелец;NEUT;0.0;0.185;0.037;0.778;0.0;0.0
шахтоуправление;NEUT;0.0;0.155;0.069;0.638;0.138;0.0
шахтёр;NEUT;0.32;0.306;0.074;0.513;0.107;0.0
шахтёрский;NEUT;0.09;0.207;0.069;0.638;0.086;0.0
шашечка;NEUT;0.08;0.194;0.087;0.612;0.107;0.0
шашка;NEUT;0.01;0.154;0.077;0.596;0.173;0.0
шашлык;PSTV;0.58;0.508;0.048;0.404;0.04;0.0
шашлычный;PSTV;0.61;0.496;0.025;0.361;0.118;0.0
шашлычок;PSTV;1.0;0.721;0.0;0.163;0.116;0.0
швабра;NEUT;0.0;0.149;0.096;0.667;0.088;0.0
швартоваться;NEUT;0.19;0.232;0.048;0.552;0.168;0.0
швед;NEUT;0.0;0.143;0.036;0.607;0.214;0.0
швейный;NEUT;0.0;0.113;0.038;0.717;0.132;0.0
швейцар;NEUT;0.0;0.161;0.032;0.775;0.032;0.0
швейцарец;NEUT;0.19;0.238;0.059;0.554;0.149;0.0
швейцарка;NEUT;0.14;0.2;0.067;0.533;0.2;0.0
швейцарский;NEUT;0.38;0.354;0.038;0.5;0.108;0.0
швея;NEUT;0.35;0.345;0.034;0.535;0.086;0.0
швырнуть;NGTV;-0.87;0.038;0.635;0.231;0.096;0.0
швыряние;NGTV;-0.9;0.034;0.661;0.22;0.085;0.0
швырять;NGTV;-0.88;0.082;0.656;0.229;0.033;0.0
швыряться;NGTV;-0.99;0.104;0.646;0.167;0.083;0.0
шебуршение;NEUT;0.0;0.11;0.147;0.596;0.147;0.0
шевеление;NEUT;0.11;0.191;0.087;0.565;0.157;0.0
шевелить;NEUT;0.0;0.189;0.0;0.757;0.054;0.0
шевелиться;NEUT;0.15;0.228;0.088;0.596;0.088;0.0
шевельнуть;NEUT;0.0;0.14;0.047;0.766;0.047;0.0
шевельнуться;NEUT;0.12;0.229;0.021;0.646;0.104;0.0
шевелюра;NEUT;0.33;0.289;0.14;0.448;0.123;0.06
шевроле;NEUT;0.27;0.245;0.069;0.47;0.216;0.0
шедевр;PSTV;1.0;0.904;0.0;0.038;0.058;0.0
шезлонг;NEUT;0.06;0.208;0.021;0.708;0.063;0.0
шейкер;NEUT;0.1;0.222;0.0;0.667;0.111;0.0
шейный;NEUT;0.0;0.115;0.038;0.732;0.115;0.0
шейх;NEUT;0.12;0.226;0.0;0.645;0.129;0.0
шелест;NEUT;0.2;0.244;0.044;0.556;0.156;0.0
шелестеть;NEUT;0.09;0.196;0.125;0.608;0.071;0.0
шелковистость;PSTV;0.8;0.628;0.047;0.278;0.047;0.0
шелковистый;PSTV;0.69;0.549;0.041;0.32;0.09;0.0
шелковица;NEUT;0.34;0.321;0.027;0.509;0.143;0.0
шелководство;NEUT;0.44;0.376;0.05;0.455;0.119;0.0
шелкопряд;NEUT;0.0;0.156;0.063;0.625;0.156;0.0
шелохнуть;NEUT;0.0;0.0;0.038;0.847;0.115;0.0
шелохнуться;NEUT;0.0;0.058;0.115;0.712;0.115;0.0
шелудивый;NGTV;-0.81;0.124;0.467;0.19;0.219;0.02
шелуха;NEUT;-0.18;0.1;0.227;0.555;0.118;0.0
шелушение;NGTV;-0.47;0.079;0.386;0.426;0.109;0.0
шелушить;NEUT;0.0;0.167;0.056;0.777;0.0;0.0
шелушиться;NGTV;-0.5;0.053;0.416;0.416;0.115;0.0
шельф;NEUT;0.0;0.119;0.06;0.488;0.333;0.0
шепелявить;NGTV;-0.46;0.08;0.41;0.46;0.05;0.0
шепелявость;NGTV;-0.54;0.11;0.424;0.373;0.093;0.01
шепелявый;NGTV;-0.39;0.075;0.317;0.441;0.167;0.0
шепнуть;NEUT;0.1;0.21;0.067;0.628;0.095;0.0
шепоток;NEUT;0.2;0.198;0.135;0.433;0.234;0.06
шептала;NEUT;0.07;0.182;0.055;0.599;0.164;0.0
шептать;NEUT;0.0;0.115;0.058;0.712;0.115;0.0
шептаться;NEUT;-0.04;0.085;0.191;0.681;0.043;0.0
шептун;NEUT;-0.33;0.136;0.262;0.388;0.214;0.09
шербет;NEUT;0.47;0.382;0.01;0.412;0.196;0.0
шеренга;NEUT;0.0;0.074;0.037;0.667;0.222;0.0
шериф;NEUT;0.5;0.443;0.028;0.444;0.085;0.0
шерифский;NEUT;0.07;0.194;0.056;0.639;0.111;0.0
шероховатость;NEUT;-0.14;0.043;0.191;0.511;0.255;0.0
шероховатый;NEUT;0.0;0.147;0.067;0.599;0.187;0.0
шерстинка;NEUT;0.16;0.245;0.038;0.632;0.085;0.0
шерстистый;NEUT;0.0;0.037;0.111;0.63;0.222;0.0
шерстить;NEUT;-0.32;0.06;0.265;0.436;0.239;0.0
шерсть;NEUT;0.37;0.358;0.042;0.517;0.083;0.0
шерстяной;NEUT;0.0;0.105;0.053;0.763;0.079;0.0
шершавость;NEUT;-0.05;0.047;0.186;0.651;0.116;0.0
шершавый;NEUT;-0.07;0.123;0.177;0.577;0.123;0.0
шершень;NEUT;-0.12;0.14;0.19;0.538;0.132;0.01
шест;NEUT;0.0;0.115;0.115;0.616;0.154;0.0
шествие;NEUT;0.2;0.218;0.178;0.465;0.139;0.14
шествование;NEUT;0.43;0.34;0.08;0.42;0.16;0.0
шествовать;NEUT;0.26;0.284;0.049;0.559;0.108;0.0
шестерня;NEUT;0.0;0.096;0.058;0.654;0.192;0.0
шестерёнка;NEUT;0.05;0.177;0.097;0.611;0.115;0.0
шестигранник;NEUT;0.0;0.172;0.052;0.724;0.052;0.0
шестигранный;NEUT;0.0;0.104;0.063;0.708;0.125;0.0
шестидесятилетие;NEUT;0.14;0.226;0.078;0.6;0.096;0.0
шестидесятилетний;NEUT;0.15;0.243;0.072;0.64;0.045;0.0
шестидневный;NEUT;0.0;0.094;0.063;0.671;0.172;0.0
шестиклассник;NEUT;0.21;0.262;0.062;0.591;0.085;0.0
шестиконечный;NEUT;0.0;0.073;0.073;0.672;0.182;0.0
шестикратный;NEUT;0.3;0.294;0.048;0.515;0.143;0.0
шестикрылый;NEUT;0.21;0.236;0.098;0.528;0.138;0.0
шестилетний;NEUT;0.0;0.1;0.04;0.66;0.2;0.0
шестимесячный;NEUT;0.05;0.179;0.051;0.616;0.154;0.0
шестипалый;NEUT;0.0;0.143;0.036;0.678;0.143;0.0
шестиствольный;NEUT;0.0;0.13;0.065;0.675;0.13;0.0
шестиструнный;NEUT;0.21;0.254;0.035;0.562;0.149;0.0
шеститомник;NEUT;0.0;0.118;0.059;0.529;0.294;0.0
шестиугольник;NEUT;0.0;0.111;0.028;0.583;0.278;0.0
шестиугольный;NEUT;0.0;0.143;0.071;0.59;0.196;0.0
шестичасовой;NEUT;0.0;0.083;0.056;0.75;0.111;0.0
шестиэтажка;NEUT;0.0;0.093;0.047;0.813;0.047;0.0
шестнадцатилетие;NEUT;0.4;0.388;0.016;0.511;0.085;0.0
шестнадцатиэтажка;NEUT;0.0;0.098;0.039;0.706;0.157;0.0
шесток;NEUT;0.0;0.08;0.05;0.5;0.37;0.0
шестёрка;NGTV;-0.46;0.127;0.356;0.364;0.153;0.07
шеф;NEUT;0.36;0.328;0.023;0.493;0.156;0.0
шеф-повар;NEUT;0.43;0.409;0.017;0.496;0.078;0.0
шефский;NEUT;0.1;0.173;0.058;0.519;0.25;0.0
шефство;NEUT;0.37;0.288;0.077;0.414;0.221;0.0
шефствовать;NEUT;0.52;0.413;0.107;0.381;0.099;0.01
шея;NEUT;0.22;0.281;0.017;0.611;0.091;0.0
шибануть;NGTV;-0.99;0.082;0.705;0.18;0.033;0.0
шибкий;NEUT;0.25;0.226;0.198;0.387;0.189;0.24
шибко;NEUT;0.26;0.238;0.131;0.446;0.185;0.04
шиворот;NEUT;0.0;0.075;0.142;0.596;0.187;0.0
шиворот-навыворот;NGTV;-0.72;0.067;0.58;0.311;0.042;0.0
шиза;NGTV;-0.93;0.061;0.697;0.212;0.03;0.0
шизик;NGTV;-1.0;0.037;0.815;0.074;0.074;0.0
шизоид;NGTV;-1.0;0.0;0.64;0.16;0.2;0.0
шизофреник;NGTV;-0.86;0.056;0.593;0.221;0.13;0.0
шизофренический;NGTV;-0.78;0.098;0.559;0.255;0.088;0.0
шизофреничка;NGTV;-1.0;0.056;0.75;0.138;0.056;0.0
шизофрения;NGTV;-1.0;0.088;0.706;0.157;0.049;0.0
шик;PSTV;1.0;0.65;0.05;0.15;0.15;0.0
шикануть;PSTV;0.83;0.55;0.18;0.18;0.09;0.09
шиканье;NGTV;-0.65;0.059;0.373;0.244;0.324;0.0
шикарность;PSTV;1.0;0.794;0.029;0.089;0.088;0.0
шикарный;PSTV;1.0;0.867;0.022;0.067;0.044;0.0
шикать;NGTV;-0.67;0.039;0.466;0.291;0.204;0.0
шикнуть;NGTV;-0.55;0.137;0.402;0.314;0.147;0.07
шиковать;PSTV;0.64;0.417;0.157;0.226;0.2;0.12
шимпанзе;NEUT;0.25;0.273;0.086;0.547;0.094;0.0
шина;NEUT;0.0;0.091;0.018;0.8;0.091;0.0
шинель;NEUT;0.1;0.2;0.0;0.6;0.2;0.0
шинелька;NEUT;0.0;0.083;0.056;0.611;0.25;0.0
шинковать;NEUT;0.06;0.214;0.0;0.715;0.071;0.0
шинковка;NEUT;0.0;0.105;0.026;0.58;0.289;0.0
шинный;NEUT;0.0;0.069;0.0;0.862;0.069;0.0
шиномонтаж;NEUT;0.08;0.198;0.037;0.629;0.136;0.0
шиншилла;NEUT;0.37;0.351;0.053;0.512;0.084;0.0
шип;NEUT;-0.09;0.063;0.203;0.62;0.114;0.0
шипение;NGTV;-0.5;0.103;0.397;0.397;0.103;0.01
шипеть;NGTV;-0.53;0.051;0.441;0.406;0.102;0.0
шиповник;NEUT;0.35;0.341;0.03;0.525;0.104;0.0
шипучий;NEUT;0.07;0.172;0.138;0.569;0.121;0.0
шипучка;NEUT;0.32;0.301;0.097;0.505;0.097;0.0
ширина;NEUT;0.03;0.188;0.0;0.687;0.125;0.0
ширинка;NEUT;0.0;0.154;0.0;0.743;0.103;0.0
ширить;NEUT;-0.11;0.119;0.147;0.422;0.312;0.04
шириться;NEUT;0.28;0.218;0.136;0.373;0.273;0.11
ширма;NEUT;0.01;0.149;0.064;0.574;0.213;0.0
широкий;NEUT;0.26;0.288;0.068;0.568;0.076;0.0
широковещательный;NEUT;0.44;0.369;0.031;0.438;0.162;0.0
широкогрудый;NEUT;0.39;0.315;0.083;0.435;0.167;0.0
широкодоступность;NEUT;0.49;0.393;0.059;0.4;0.148;0.0
широкодоступный;PSTV;0.68;0.543;0.051;0.326;0.08;0.0
ширококрылый;NEUT;0.38;0.33;0.06;0.46;0.15;0.0
широколиственный;NEUT;0.19;0.238;0.03;0.554;0.178;0.0
широколицый;NEUT;0.0;0.115;0.106;0.635;0.144;0.0
широконосый;NEUT;-0.22;0.113;0.226;0.487;0.174;0.0
широкоплечий;NEUT;0.41;0.344;0.047;0.445;0.164;0.0
широкополосный;NEUT;0.0;0.054;0.081;0.676;0.189;0.0
широкополый;NEUT;0.09;0.214;0.048;0.667;0.071;0.0
широкоскулый;NEUT;0.0;0.069;0.034;0.69;0.207;0.0
широкоформатный;NEUT;0.37;0.336;0.043;0.483;0.138;0.0
широкоэкранный;NEUT;0.22;0.279;0.025;0.598;0.098;0.0
широта;NEUT;0.0;0.167;0.021;0.749;0.063;0.0
широчайший;NEUT;0.45;0.396;0.043;0.46;0.101;0.0
широченный;NEUT;0.1;0.188;0.021;0.562;0.229;0.0
ширпотреб;NGTV;-0.93;0.02;0.58;0.18;0.22;0.0
шить;NEUT;0.34;0.339;0.041;0.529;0.091;0.0
шитьё;NEUT;0.3;0.323;0.038;0.562;0.077;0.0
шифер;NEUT;0.0;0.15;0.07;0.66;0.12;0.0
шифр;NEUT;0.0;0.122;0.02;0.736;0.122;0.0
шифровальный;NEUT;0.0;0.104;0.07;0.574;0.252;0.0
шифровальщик;NEUT;0.0;0.161;0.069;0.644;0.126;0.0
шифровать;NEUT;0.01;0.17;0.064;0.66;0.106;0.0
шифровка;NEUT;0.04;0.172;0.098;0.607;0.123;0.0
шишечка;NEUT;0.41;0.339;0.078;0.435;0.148;0.0
шишка;NEUT;0.1;0.192;0.117;0.583;0.108;0.0
шишковатый;NEUT;-0.13;0.053;0.211;0.578;0.158;0.0
шишковидный;NEUT;0.07;0.175;0.025;0.575;0.225;0.0
шкала;NEUT;0.0;0.08;0.0;0.72;0.2;0.0
шкатулка;NEUT;0.08;0.214;0.018;0.679;0.089;0.0
шкатулочка;PSTV;0.57;0.484;0.065;0.395;0.056;0.0
шкаф;NEUT;0.2;0.265;0.08;0.599;0.056;0.0
шкафчик;NEUT;0.28;0.31;0.07;0.573;0.047;0.0
шквал;NGTV;-0.36;0.113;0.278;0.4;0.209;0.03
шквалистый;NGTV;-0.51;0.08;0.37;0.36;0.19;0.0
шквальный;NGTV;-0.6;0.137;0.382;0.246;0.235;0.1
шкипер;NEUT;0.22;0.226;0.066;0.491;0.217;0.0
шкирка;NGTV;-0.4;0.087;0.278;0.373;0.262;0.0
шкода;NGTV;-0.63;0.108;0.424;0.295;0.173;0.0
шкодить;NGTV;-1.0;0.08;0.64;0.14;0.14;0.0
шкодливый;NGTV;-0.93;0.095;0.583;0.179;0.143;0.0
шкодник;NGTV;-0.75;0.068;0.505;0.252;0.175;0.0
шкодница;NGTV;-0.9;0.079;0.539;0.18;0.202;0.0
школа;NEUT;0.41;0.351;0.191;0.374;0.084;0.18
школка;NGTV;-0.38;0.25;0.27;0.22;0.26;0.52
школьник;NEUT;0.37;0.322;0.124;0.463;0.091;0.02
школьница;NEUT;0.45;0.385;0.049;0.451;0.115;0.0
школьный;NEUT;0.18;0.228;0.15;0.543;0.079;0.03
школяр;NEUT;-0.33;0.129;0.257;0.396;0.218;0.07
шкура;NEUT;-0.23;0.085;0.246;0.525;0.144;0.0
шкурка;NEUT;0.0;0.103;0.052;0.655;0.19;0.0
шкурный;NGTV;-0.76;0.078;0.529;0.256;0.137;0.0
шлагбаум;NEUT;0.0;0.149;0.021;0.766;0.064;0.0
шлак;NGTV;-1.0;0.103;0.615;0.154;0.128;0.0
шлакобетонный;NEUT;0.0;0.128;0.064;0.68;0.128;0.0
шлакоблок;NEUT;0.0;0.033;0.133;0.667;0.167;0.0
шлаковый;NGTV;-0.81;0.105;0.511;0.219;0.165;0.0
шланг;NEUT;0.0;0.154;0.026;0.743;0.077;0.0
шлейка;NEUT;-0.03;0.115;0.115;0.414;0.356;0.04
шлейф;NEUT;0.06;0.17;0.085;0.575;0.17;0.0
шлем;NEUT;0.4;0.354;0.053;0.478;0.115;0.0
шлепок;NGTV;-0.44;0.102;0.352;0.421;0.125;0.0
шлифовальный;NEUT;0.04;0.176;0.029;0.619;0.176;0.0
шлифовальщик;NEUT;0.14;0.22;0.055;0.587;0.138;0.0
шлифование;NEUT;0.09;0.214;0.029;0.657;0.1;0.0
шлифовать;NEUT;0.22;0.264;0.041;0.579;0.116;0.0
шлифовка;NEUT;0.26;0.333;0.026;0.641;0.0;0.0
шлюз;NEUT;0.0;0.107;0.036;0.678;0.179;0.0
шлюпка;NEUT;0.08;0.216;0.034;0.682;0.068;0.0
шлягер;NEUT;0.5;0.263;0.053;0.263;0.421;0.0
шляпа;NEUT;0.05;0.181;0.102;0.63;0.087;0.0
шляпка;NEUT;0.34;0.339;0.025;0.537;0.099;0.0
шляпник;NEUT;0.1;0.206;0.029;0.618;0.147;0.0
шляпный;NEUT;-0.02;0.107;0.149;0.562;0.182;0.0
шляться;NGTV;-1.0;0.0;0.72;0.18;0.1;0.0
шлёпанец;NEUT;0.16;0.235;0.07;0.599;0.096;0.0
шлёпанье;NGTV;-0.4;0.1;0.331;0.446;0.123;0.0
шлёпать;NGTV;-0.43;0.148;0.361;0.393;0.098;0.09
шлёпаться;NGTV;-0.58;0.096;0.421;0.334;0.149;0.0
шлёпнуть;NGTV;-0.62;0.126;0.471;0.327;0.076;0.01
шлёпнуться;NGTV;-0.62;0.105;0.482;0.343;0.07;0.0
шмелиный;NEUT;0.0;0.085;0.106;0.554;0.255;0.0
шмель;NEUT;0.07;0.186;0.07;0.604;0.14;0.0
шмон;NGTV;-0.98;0.08;0.6;0.16;0.16;0.0
шмотьё;NGTV;-0.68;0.113;0.522;0.313;0.052;0.0
шмыганье;NGTV;-0.71;0.055;0.52;0.291;0.134;0.0
шмыгать;NGTV;-0.46;0.068;0.381;0.432;0.119;0.0
шмыгнуть;NEUT;-0.15;0.061;0.245;0.633;0.061;0.0
шмякаться;NGTV;-0.47;0.117;0.379;0.397;0.107;0.03
шмякнуть;NGTV;-0.41;0.079;0.327;0.426;0.168;0.0
шмякнуться;NGTV;-0.87;0.073;0.61;0.219;0.098;0.0
шницель;NEUT;0.29;0.27;0.08;0.49;0.16;0.0
шнур;NEUT;0.0;0.157;0.0;0.765;0.078;0.0
шнуровать;NEUT;0.0;0.186;0.0;0.767;0.047;0.0
шнуровка;NEUT;0.0;0.094;0.0;0.843;0.063;0.0
шнурок;NEUT;0.14;0.222;0.019;0.592;0.167;0.0
шнырять;NGTV;-0.74;0.029;0.578;0.295;0.098;0.0
шов;NEUT;0.1;0.217;0.014;0.653;0.116;0.0
шовинист;NGTV;-1.0;0.0;0.692;0.154;0.154;0.0
шовинистский;NGTV;-0.94;0.049;0.492;0.148;0.311;0.0
шок;NGTV;-0.52;0.143;0.421;0.357;0.079;0.07
шокер;NGTV;-0.43;0.063;0.387;0.469;0.081;0.0
шокировать;NGTV;-0.53;0.099;0.421;0.389;0.091;0.0
шоковый;NGTV;-0.81;0.051;0.627;0.271;0.051;0.0
шоколад;PSTV;0.83;0.661;0.018;0.267;0.054;0.0
шоколадка;PSTV;0.88;0.646;0.021;0.229;0.104;0.0
шоколадный;PSTV;0.61;0.531;0.047;0.383;0.039;0.0
шопинг;NEUT;0.47;0.382;0.13;0.389;0.099;0.06
